Usage,Image name,neutral,happiness,surprise,sadness,anger,disgust,fear,contempt,unknown,NF
Training,fer0002897.png,4,0,0,1,3,1,0,0,1,0
Training,fer0002898.png,10,0,0,0,0,0,0,0,0,0
Training,fer0002899.png,0,10,0,0,0,0,0,0,0,0
Training,fer0002900.png,5,0,0,2,1,0,0,1,1,0
Training,fer0002901.png,1,1,0,0,6,0,1,0,1,0
Training,fer0002902.png,0,2,7,0,0,0,0,1,0,0
Training,fer0002903.png,4,0,3,0,2,0,0,0,1,0
Training,fer0002904.png,8,1,0,0,0,0,0,0,1,0
Training,fer0002905.png,3,7,0,0,0,0,0,0,0,0
Training,fer0002906.png,0,9,0,0,0,0,0,0,1,0
Training,fer0002907.png,9,0,0,0,1,0,0,0,0,0
Training,fer0002908.png,0,10,0,0,0,0,0,0,0,0
Training,fer0002909.png,8,2,0,0,0,0,0,0,0,0
Training,fer0002910.png,2,0,1,4,1,0,0,0,2,0
Training,fer0002911.png,7,0,0,3,0,0,0,0,0,0
Training,fer0002912.png,0,10,0,0,0,0,0,0,0,0
Training,fer0002913.png,2,8,0,0,0,0,0,0,0,0
Training,fer0002914.png,0,0,0,1,8,0,0,0,1,0
Training,fer0002915.png,1,6,0,3,0,0,0,0,0,0
Training,fer0002916.png,6,4,0,0,0,0,0,0,0,0
Training,fer0002917.png,0,10,0,0,0,0,0,0,0,0
Training,fer0002918.png,2,0,0,7,0,0,0,0,1,0
Training,fer0002919.png,0,10,0,0,0,0,0,0,0,0
Training,fer0002920.png,0,0,0,0,9,0,0,0,1,0
Training,fer0002921.png,8,0,0,2,0,0,0,0,0,0
Training,fer0002922.png,6,0,2,0,0,0,0,0,2,0
Training,fer0002923.png,0,0,0,6,1,0,0,0,3,0
Training,fer0002924.png,4,0,0,6,0,0,0,0,0,0
Training,fer0002925.png,0,10,0,0,0,0,0,0,0,0
Training,fer0002926.png,0,10,0,0,0,0,0,0,0,0
Training,fer0002927.png,10,0,0,0,0,0,0,0,0,0
Training,fer0002928.png,3,0,1,0,2,3,0,0,1,0
Training,fer0002929.png,10,0,0,0,0,0,0,0,0,0
Training,fer0002930.png,9,0,1,0,0,0,0,0,0,0
Training,fer0002931.png,1,0,5,0,0,0,2,0,2,0
Training,fer0002932.png,3,0,0,6,0,0,0,1,0,0
Training,fer0002933.png,0,10,0,0,0,0,0,0,0,0
Training,fer0002934.png,0,0,1,1,3,0,0,5,0,0
Training,fer0002935.png,4,0,0,5,0,0,0,0,1,0
Training,fer0002936.png,4,0,0,4,0,0,0,0,2,0
Training,fer0002937.png,9,0,0,1,0,0,0,0,0,0
Training,fer0002938.png,1,0,1,8,0,0,0,0,0,0
Training,fer0002939.png,9,0,0,0,1,0,0,0,0,0
Training,fer0002940.png,5,1,0,4,0,0,0,0,0,0
Training,fer0002941.png,0,0,9,0,0,0,1,0,0,0
Training,fer0002942.png,0,10,0,0,0,0,0,0,0,0
Training,fer0002943.png,0,5,5,0,0,0,0,0,0,0
Training,fer0002944.png,1,3,1,1,4,0,0,0,0,0
Training,fer0002945.png,5,0,0,4,0,0,0,0,1,0
Training,fer0002946.png,0,10,0,0,0,0,0,0,0,0
Training,fer0002947.png,0,0,0,10,0,0,0,0,0,0
Training,fer0002948.png,10,0,0,0,0,0,0,0,0,0
Training,fer0002949.png,0,10,0,0,0,0,0,0,0,0
Training,fer0002950.png,8,1,0,1,0,0,0,0,0,0
Training,fer0002951.png,0,0,10,0,0,0,0,0,0,0
Training,fer0002952.png,9,0,0,1,0,0,0,0,0,0
Training,fer0002953.png,2,8,0,0,0,0,0,0,0,0
Training,fer0002954.png,1,0,3,0,6,0,0,0,0,0
Training,fer0002955.png,0,10,0,0,0,0,0,0,0,0
Training,fer0002956.png,2,8,0,0,0,0,0,0,0,0
Training,fer0002957.png,3,0,0,5,0,0,1,0,1,0
Training,fer0002958.png,0,0,9,0,0,0,1,0,0,0
Training,fer0002959.png,1,1,0,8,0,0,0,0,0,0
Training,fer0002960.png,0,10,0,0,0,0,0,0,0,0
Training,fer0002961.png,1,0,1,8,0,0,0,0,0,0
Training,fer0002962.png,3,0,0,3,0,0,0,2,2,0
Training,fer0002963.png,0,6,4,0,0,0,0,0,0,0
Training,fer0002964.png,0,10,0,0,0,0,0,0,0,0
Training,fer0002965.png,0,1,7,0,0,0,2,0,0,0
Training,fer0002966.png,0,10,0,0,0,0,0,0,0,0
Training,fer0002967.png,0,10,0,0,0,0,0,0,0,0
Training,fer0002968.png,7,0,0,1,0,0,0,1,1,0
Training,fer0002969.png,10,0,0,0,0,0,0,0,0,0
Training,fer0002970.png,1,0,0,3,4,0,1,0,1,0
Training,fer0002971.png,0,0,0,0,9,0,0,0,1,0
Training,fer0002972.png,9,0,0,1,0,0,0,0,0,0
Training,fer0002973.png,9,0,0,1,0,0,0,0,0,0
Training,fer0002974.png,0,10,0,0,0,0,0,0,0,0
Training,fer0002975.png,8,0,0,2,0,0,0,0,0,0
Training,fer0002976.png,0,0,3,0,1,1,4,0,1,0
Training,fer0002977.png,2,0,1,3,1,1,0,0,2,0
Training,fer0002978.png,7,0,0,3,0,0,0,0,0,0
Training,fer0002979.png,8,0,0,2,0,0,0,0,0,0
Training,fer0002980.png,1,9,0,0,0,0,0,0,0,0
Training,fer0002981.png,7,0,1,1,1,0,0,0,0,0
Training,fer0002982.png,0,0,0,1,5,0,4,0,0,0
Training,fer0002983.png,0,3,7,0,0,0,0,0,0,0
Training,fer0002984.png,0,1,0,9,0,0,0,0,0,0
Training,fer0002985.png,5,5,0,0,0,0,0,0,0,0
Training,fer0002986.png,0,10,0,0,0,0,0,0,0,0
Training,fer0002987.png,7,0,0,1,1,0,0,1,0,0
Training,fer0002988.png,0,1,8,0,0,0,1,0,0,0
Training,fer0002989.png,4,0,0,5,0,0,0,1,0,0
Training,fer0002990.png,5,0,0,5,0,0,0,0,0,0
Training,fer0002991.png,0,0,0,10,0,0,0,0,0,0
Training,fer0002992.png,0,0,9,0,0,0,1,0,0,0
Training,fer0002993.png,8,0,0,2,0,0,0,0,0,0
Training,fer0002994.png,8,0,1,0,0,0,0,1,0,0
Training,fer0002995.png,0,9,1,0,0,0,0,0,0,0
Training,fer0002996.png,5,3,0,0,0,0,0,1,1,0
Training,fer0002997.png,0,0,8,1,0,0,1,0,0,0
Training,fer0002998.png,0,0,9,0,0,0,1,0,0,0
Training,fer0002999.png,7,0,0,3,0,0,0,0,0,0
Training,fer0003000.png,0,10,0,0,0,0,0,0,0,0
Training,fer0003001.png,10,0,0,0,0,0,0,0,0,0
Training,fer0003002.png,7,0,0,3,0,0,0,0,0,0
Training,fer0003003.png,0,0,7,0,0,0,3,0,0,0
Training,fer0003004.png,8,0,0,2,0,0,0,0,0,0
Training,fer0003005.png,0,8,0,0,0,0,0,0,2,0
Training,fer0003006.png,7,1,2,0,0,0,0,0,0,0
Training,fer0003007.png,2,0,0,6,0,0,0,1,1,0
Training,fer0003008.png,8,0,0,1,0,0,0,1,0,0
Training,fer0003009.png,7,0,0,3,0,0,0,0,0,0
Training,fer0003010.png,0,10,0,0,0,0,0,0,0,0
Training,fer0003011.png,0,10,0,0,0,0,0,0,0,0
Training,fer0003012.png,1,0,7,0,2,0,0,0,0,0
Training,fer0003013.png,6,0,0,4,0,0,0,0,0,0
Training,fer0003014.png,6,1,0,2,0,0,0,1,0,0
Training,fer0003015.png,0,4,6,0,0,0,0,0,0,0
Training,fer0003016.png,0,0,3,0,6,0,0,0,1,0
Training,fer0003017.png,0,10,0,0,0,0,0,0,0,0
Training,fer0003018.png,0,0,0,0,9,0,0,0,1,0
Training,fer0003019.png,0,10,0,0,0,0,0,0,0,0
Training,fer0003020.png,2,0,0,7,0,1,0,0,0,0
Training,fer0003021.png,6,0,0,0,2,1,0,0,1,0
Training,fer0003022.png,0,0,7,1,1,0,1,0,0,0
Training,fer0003023.png,4,0,0,6,0,0,0,0,0,0
Training,fer0003024.png,0,10,0,0,0,0,0,0,0,0
Training,fer0003025.png,4,0,1,1,0,1,0,1,2,0
Training,fer0003026.png,8,0,0,2,0,0,0,0,0,0
Training,fer0003027.png,3,1,0,0,1,2,3,0,0,0
Training,fer0003028.png,4,0,0,6,0,0,0,0,0,0
Training,fer0003029.png,0,7,1,0,2,0,0,0,0,0
Training,fer0003030.png,0,0,0,1,9,0,0,0,0,0
Training,fer0003031.png,5,0,0,2,2,0,1,0,0,0
Training,fer0003032.png,8,0,0,2,0,0,0,0,0,0
Training,fer0003033.png,0,10,0,0,0,0,0,0,0,0
Training,fer0003034.png,6,0,0,2,0,0,0,0,2,0
Training,fer0003035.png,0,0,9,0,0,0,1,0,0,0
Training,fer0003036.png,8,0,0,2,0,0,0,0,0,0
Training,fer0003037.png,0,10,0,0,0,0,0,0,0,0
Training,fer0003038.png,4,0,0,4,0,0,0,1,1,0
Training,fer0003039.png,0,10,0,0,0,0,0,0,0,0
Training,fer0003040.png,0,10,0,0,0,0,0,0,0,0
Training,fer0003041.png,7,2,0,0,1,0,0,0,0,0
Training,fer0003042.png,0,0,9,0,0,0,1,0,0,0
Training,fer0003043.png,4,0,4,0,0,0,2,0,0,0
Training,fer0003044.png,10,0,0,0,0,0,0,0,0,0
Training,fer0003045.png,10,0,0,0,0,0,0,0,0,0
Training,fer0003046.png,10,0,0,0,0,0,0,0,0,0
Training,fer0003047.png,9,0,0,0,1,0,0,0,0,0
Training,fer0003048.png,5,0,0,4,1,0,0,0,0,0
Training,fer0003049.png,0,0,10,0,0,0,0,0,0,0
Training,fer0003050.png,10,0,0,0,0,0,0,0,0,0
Training,fer0003051.png,3,0,0,2,4,1,0,0,0,0
Training,fer0003052.png,2,0,0,6,0,0,0,0,2,0
Training,fer0003053.png,4,0,0,5,0,0,0,0,1,0
Training,fer0003054.png,8,0,0,2,0,0,0,0,0,0
Training,fer0003055.png,0,2,7,0,0,0,0,0,1,0
Training,fer0003056.png,7,0,0,0,0,0,0,3,0,0
Training,fer0003057.png,9,0,0,0,0,0,0,1,0,0
Training,fer0003058.png,3,0,0,6,0,0,0,0,1,0
Training,fer0003059.png,0,10,0,0,0,0,0,0,0,0
Training,fer0003060.png,8,0,0,2,0,0,0,0,0,0
Training,fer0003061.png,5,0,0,3,1,1,0,0,0,0
Training,fer0003062.png,0,9,0,0,0,1,0,0,0,0
Training,fer0003063.png,2,1,0,1,4,1,0,0,1,0
Training,fer0003064.png,0,10,0,0,0,0,0,0,0,0
Training,fer0003065.png,0,10,0,0,0,0,0,0,0,0
Training,fer0003066.png,6,3,0,0,0,0,0,0,1,0
Training,fer0003067.png,10,0,0,0,0,0,0,0,0,0
Training,fer0003068.png,1,4,1,0,0,0,4,0,0,0
Training,fer0003069.png,0,0,0,10,0,0,0,0,0,0
Training,fer0003070.png,1,0,0,8,0,1,0,0,0,0
Training,fer0003071.png,3,7,0,0,0,0,0,0,0,0
Training,fer0003072.png,0,10,0,0,0,0,0,0,0,0
Training,fer0003073.png,1,0,0,2,6,1,0,0,0,0
Training,fer0003074.png,9,0,1,0,0,0,0,0,0,0
Training,fer0003075.png,1,0,0,6,0,0,0,1,2,0
Training,fer0003076.png,4,0,0,5,0,0,0,0,1,0
Training,fer0003077.png,9,0,0,1,0,0,0,0,0,0
Training,fer0003078.png,0,10,0,0,0,0,0,0,0,0
Training,fer0003079.png,0,10,0,0,0,0,0,0,0,0
Training,fer0003080.png,0,10,0,0,0,0,0,0,0,0
Training,fer0003081.png,1,9,0,0,0,0,0,0,0,0
Training,fer0003082.png,5,0,1,0,4,0,0,0,0,0
Training,fer0003083.png,0,0,0,1,7,0,0,0,2,0
Training,fer0003084.png,8,0,0,1,0,0,0,0,1,0
Training,fer0003085.png,1,3,2,1,0,1,0,0,2,0
Training,fer0003086.png,1,0,2,2,0,0,0,4,1,0
Training,fer0003087.png,3,7,0,0,0,0,0,0,0,0
Training,fer0003088.png,10,0,0,0,0,0,0,0,0,0
Training,fer0003089.png,7,0,1,0,0,1,0,0,1,0
Training,fer0003090.png,6,0,2,2,0,0,0,0,0,0
Training,fer0003091.png,7,0,0,0,2,0,0,0,1,0
Training,fer0003092.png,3,0,6,0,1,0,0,0,0,0
Training,fer0003093.png,6,2,2,0,0,0,0,0,0,0
Training,fer0003094.png,4,0,0,2,1,1,0,2,0,0
Training,fer0003095.png,3,0,1,3,0,0,0,1,2,0
Training,fer0003096.png,2,1,3,0,0,3,1,0,0,0
Training,fer0003097.png,1,0,0,1,8,0,0,0,0,0
Training,fer0003098.png,0,2,3,0,4,0,1,0,0,0
Training,fer0003099.png,0,10,0,0,0,0,0,0,0,0
Training,fer0003100.png,7,0,0,2,0,0,0,0,1,0
Training,fer0003101.png,0,10,0,0,0,0,0,0,0,0
Training,fer0003102.png,0,10,0,0,0,0,0,0,0,0
Training,fer0003103.png,1,0,7,0,1,0,1,0,0,0
Training,fer0003104.png,9,0,0,1,0,0,0,0,0,0
Training,fer0003105.png,0,10,0,0,0,0,0,0,0,0
Training,fer0003106.png,2,0,0,8,0,0,0,0,0,0
Training,fer0003107.png,2,1,0,3,0,0,4,0,0,0
Training,fer0003108.png,2,1,0,2,1,3,0,0,1,0
Training,fer0003109.png,8,0,0,1,0,1,0,0,0,0
Training,fer0003110.png,9,0,0,0,1,0,0,0,0,0
Training,fer0003111.png,0,10,0,0,0,0,0,0,0,0
Training,fer0003112.png,1,9,0,0,0,0,0,0,0,0
Training,fer0003113.png,1,0,0,9,0,0,0,0,0,0
Training,fer0003114.png,3,0,0,1,3,1,1,0,1,0
Training,fer0003115.png,0,10,0,0,0,0,0,0,0,0
Training,fer0003116.png,3,0,0,0,1,2,0,3,1,0
Training,fer0003117.png,1,9,0,0,0,0,0,0,0,0
Training,fer0003118.png,10,0,0,0,0,0,0,0,0,0
Training,fer0003119.png,2,0,0,5,0,1,0,2,0,0
Training,fer0003120.png,8,0,0,1,0,0,0,1,0,0
Training,fer0003121.png,3,0,1,5,0,0,1,0,0,0
Training,fer0003122.png,6,0,0,1,0,0,0,2,1,0
Training,fer0003123.png,2,0,1,7,0,0,0,0,0,0
Training,fer0003124.png,3,0,0,6,0,0,0,0,1,0
Training,fer0003125.png,0,0,5,3,0,0,2,0,0,0
Training,fer0003126.png,0,10,0,0,0,0,0,0,0,0
Training,fer0003127.png,0,10,0,0,0,0,0,0,0,0
Training,fer0003128.png,4,0,0,4,0,0,0,1,1,0
Training,fer0003129.png,7,1,0,1,0,1,0,0,0,0
Training,fer0003130.png,0,0,10,0,0,0,0,0,0,0
Training,fer0003131.png,3,7,0,0,0,0,0,0,0,0
Training,fer0003132.png,0,0,1,0,9,0,0,0,0,0
Training,fer0003133.png,0,10,0,0,0,0,0,0,0,0
Training,fer0003134.png,10,0,0,0,0,0,0,0,0,0
Training,fer0003135.png,9,0,0,1,0,0,0,0,0,0
Training,fer0003136.png,1,0,0,9,0,0,0,0,0,0
Training,fer0003137.png,0,1,0,0,9,0,0,0,0,0
Training,fer0003138.png,2,0,0,8,0,0,0,0,0,0
Training,fer0003139.png,1,9,0,0,0,0,0,0,0,0
Training,fer0003140.png,0,9,1,0,0,0,0,0,0,0
Training,fer0003141.png,0,10,0,0,0,0,0,0,0,0
Training,fer0003142.png,0,0,10,0,0,0,0,0,0,0
Training,fer0003143.png,10,0,0,0,0,0,0,0,0,0
Training,fer0003144.png,1,0,0,9,0,0,0,0,0,0
Training,fer0003145.png,0,0,10,0,0,0,0,0,0,0
Training,fer0003146.png,0,0,1,0,7,0,1,0,1,0
Training,fer0003147.png,0,0,10,0,0,0,0,0,0,0
Training,fer0003148.png,10,0,0,0,0,0,0,0,0,0
Training,fer0003149.png,8,1,0,1,0,0,0,0,0,0
Training,fer0003150.png,10,0,0,0,0,0,0,0,0,0
Training,fer0003151.png,10,0,0,0,0,0,0,0,0,0
Training,fer0003152.png,1,0,9,0,0,0,0,0,0,0
Training,fer0003153.png,2,8,0,0,0,0,0,0,0,0
Training,fer0003154.png,0,10,0,0,0,0,0,0,0,0
Training,fer0003155.png,8,0,0,2,0,0,0,0,0,0
Training,fer0003156.png,3,0,0,4,3,0,0,0,0,0
Training,fer0003157.png,0,10,0,0,0,0,0,0,0,0
Training,fer0003158.png,10,0,0,0,0,0,0,0,0,0
Training,fer0003159.png,0,9,0,0,0,0,0,1,0,0
Training,fer0003160.png,6,4,0,0,0,0,0,0,0,0
Training,fer0003161.png,10,0,0,0,0,0,0,0,0,0
Training,fer0003162.png,1,0,0,9,0,0,0,0,0,0
Training,fer0003163.png,6,0,0,1,0,0,0,3,0,0
Training,fer0003164.png,8,0,0,0,0,0,0,0,2,0
Training,fer0003165.png,0,0,10,0,0,0,0,0,0,0
Training,fer0003166.png,8,0,1,0,0,1,0,0,0,0
Training,fer0003167.png,1,9,0,0,0,0,0,0,0,0
Training,fer0003168.png,8,0,1,0,0,0,0,0,1,0
Training,fer0003169.png,10,0,0,0,0,0,0,0,0,0
Training,fer0003170.png,4,6,0,0,0,0,0,0,0,0
Training,fer0003171.png,6,0,0,4,0,0,0,0,0,0
Training,,0,0,0,0,0,0,0,0,0,10
Training,fer0003173.png,0,10,0,0,0,0,0,0,0,0
Training,fer0003174.png,10,0,0,0,0,0,0,0,0,0
Training,fer0003175.png,6,0,0,4,0,0,0,0,0,0
Training,fer0003176.png,1,0,6,1,0,0,1,0,1,0
Training,fer0003177.png,1,9,0,0,0,0,0,0,0,0
Training,fer0003178.png,2,0,0,0,5,1,0,1,1,0
Training,fer0003179.png,6,0,0,2,0,0,0,0,2,0
Training,,0,0,0,0,0,0,0,0,0,10
Training,fer0003181.png,2,0,0,0,7,1,0,0,0,0
Training,fer0003182.png,4,1,0,4,0,0,0,0,1,0
Training,fer0003183.png,4,0,2,0,2,0,0,0,2,0
Training,fer0003184.png,0,5,4,0,0,0,0,0,1,0
Training,fer0003185.png,8,0,0,2,0,0,0,0,0,0
Training,fer0003186.png,9,0,0,0,0,0,0,0,1,0
Training,fer0003187.png,1,0,7,0,0,0,1,0,1,0
Training,fer0003188.png,1,4,5,0,0,0,0,0,0,0
Training,fer0003189.png,0,10,0,0,0,0,0,0,0,0
Training,fer0003190.png,1,0,0,8,0,1,0,0,0,0
Training,fer0003191.png,1,0,0,5,0,0,1,0,3,0
Training,fer0003192.png,7,0,1,1,1,0,0,0,0,0
Training,fer0003193.png,10,0,0,0,0,0,0,0,0,0
Training,fer0003194.png,0,10,0,0,0,0,0,0,0,0
Training,fer0003195.png,0,10,0,0,0,0,0,0,0,0
Training,fer0003196.png,0,0,10,0,0,0,0,0,0,0
Training,fer0003197.png,0,10,0,0,0,0,0,0,0,0
Training,fer0003198.png,5,0,0,3,1,0,0,1,0,0
Training,fer0003199.png,7,0,0,0,0,0,0,3,0,0
Training,fer0003200.png,8,1,0,0,0,0,0,0,1,0
Training,fer0003201.png,0,4,4,0,2,0,0,0,0,0
Training,fer0003202.png,0,10,0,0,0,0,0,0,0,0
Training,fer0003203.png,0,7,1,0,1,0,0,0,1,0
Training,fer0003204.png,0,10,0,0,0,0,0,0,0,0
Training,fer0003205.png,0,10,0,0,0,0,0,0,0,0
Training,fer0003206.png,5,0,0,4,0,0,0,1,0,0
Training,fer0003207.png,7,2,0,0,0,0,0,0,1,0
Training,fer0003208.png,1,8,1,0,0,0,0,0,0,0
Training,fer0003209.png,6,0,0,1,3,0,0,0,0,0
Training,fer0003210.png,3,7,0,0,0,0,0,0,0,0
Training,fer0003211.png,0,10,0,0,0,0,0,0,0,0
Training,fer0003212.png,0,10,0,0,0,0,0,0,0,0
Training,fer0003213.png,0,8,1,0,0,0,1,0,0,0
Training,fer0003214.png,1,1,4,0,3,0,0,0,1,0
Training,fer0003215.png,10,0,0,0,0,0,0,0,0,0
Training,fer0003216.png,8,0,0,2,0,0,0,0,0,0
Training,fer0003217.png,4,0,0,6,0,0,0,0,0,0
Training,fer0003218.png,1,2,6,0,0,0,0,0,1,0
Training,fer0003219.png,0,1,7,0,1,0,1,0,0,0
Training,fer0003220.png,8,0,0,1,0,0,0,0,1,0
Training,fer0003221.png,1,0,0,1,5,0,0,1,2,0
Training,fer0003222.png,0,2,0,6,0,0,2,0,0,0
Training,fer0003223.png,10,0,0,0,0,0,0,0,0,0
Training,fer0003224.png,6,0,0,0,0,0,0,0,4,0
Training,fer0003225.png,1,3,6,0,0,0,0,0,0,0
Training,fer0003226.png,2,8,0,0,0,0,0,0,0,0
Training,fer0003227.png,3,0,4,0,3,0,0,0,0,0
Training,fer0003228.png,0,10,0,0,0,0,0,0,0,0
Training,fer0003229.png,0,6,2,0,1,0,0,0,1,0
Training,fer0003230.png,9,0,0,1,0,0,0,0,0,0
Training,fer0003231.png,10,0,0,0,0,0,0,0,0,0
Training,fer0003232.png,7,0,1,1,0,0,0,0,1,0
Training,fer0003233.png,0,0,0,10,0,0,0,0,0,0
Training,fer0003234.png,0,0,10,0,0,0,0,0,0,0
Training,fer0003235.png,8,0,1,0,0,0,0,0,1,0
Training,fer0003236.png,0,0,2,0,8,0,0,0,0,0
Training,fer0003237.png,3,0,2,0,0,0,5,0,0,0
Training,fer0003238.png,0,10,0,0,0,0,0,0,0,0
Training,fer0003239.png,10,0,0,0,0,0,0,0,0,0
Training,fer0003240.png,3,6,1,0,0,0,0,0,0,0
Training,fer0003241.png,0,10,0,0,0,0,0,0,0,0
Training,fer0003242.png,4,5,0,0,0,0,0,0,1,0
Training,fer0003243.png,0,1,2,0,6,0,0,0,1,0
Training,fer0003244.png,8,0,0,0,1,0,0,0,1,0
Training,fer0003245.png,0,10,0,0,0,0,0,0,0,0
Training,fer0003246.png,1,7,2,0,0,0,0,0,0,0
Training,fer0003247.png,4,0,0,0,3,1,0,2,0,0
Training,fer0003248.png,0,3,0,5,0,1,0,1,0,0
Training,fer0003249.png,2,1,0,0,5,1,1,0,0,0
Training,fer0003250.png,0,0,9,0,0,0,1,0,0,0
Training,fer0003251.png,2,0,0,6,0,0,0,1,1,0
Training,fer0003252.png,0,10,0,0,0,0,0,0,0,0
Training,fer0003253.png,8,0,0,1,0,0,0,1,0,0
Training,fer0003254.png,10,0,0,0,0,0,0,0,0,0
Training,fer0003255.png,0,7,1,0,0,1,0,0,1,0
Training,fer0003256.png,0,10,0,0,0,0,0,0,0,0
Training,,0,0,0,0,0,0,0,0,0,10
Training,fer0003257.png,4,0,0,6,0,0,0,0,0,0
Training,fer0003258.png,10,0,0,0,0,0,0,0,0,0
Training,fer0003259.png,10,0,0,0,0,0,0,0,0,0
Training,fer0003260.png,10,0,0,0,0,0,0,0,0,0
Training,fer0003261.png,0,10,0,0,0,0,0,0,0,0
Training,fer0003262.png,5,0,4,0,1,0,0,0,0,0
Training,fer0003263.png,1,0,1,0,2,0,6,0,0,0
Training,fer0003264.png,0,5,4,1,0,0,0,0,0,0
Training,fer0003265.png,0,0,0,7,3,0,0,0,0,0
Training,fer0003266.png,6,4,0,0,0,0,0,0,0,0
Training,fer0003267.png,0,0,0,0,9,0,0,0,1,0
Training,fer0003268.png,10,0,0,0,0,0,0,0,0,0
Training,fer0003269.png,2,0,0,3,0,1,0,4,0,0
Training,fer0003270.png,0,10,0,0,0,0,0,0,0,0
Training,fer0003271.png,8,0,0,0,0,0,0,0,2,0
Training,fer0003272.png,0,10,0,0,0,0,0,0,0,0
Training,fer0003273.png,3,1,0,4,0,0,0,0,2,0
Training,fer0003274.png,7,2,0,0,0,0,0,0,1,0
Training,fer0003275.png,0,10,0,0,0,0,0,0,0,0
Training,fer0003276.png,6,0,0,3,0,0,0,0,1,0
Training,fer0003277.png,1,0,7,0,0,0,2,0,0,0
Training,fer0003278.png,1,0,9,0,0,0,0,0,0,0
Training,fer0003279.png,4,0,6,0,0,0,0,0,0,0
Training,fer0003280.png,0,0,1,0,2,2,1,4,0,0
Training,fer0003281.png,2,6,0,0,0,0,0,2,0,0
Training,fer0003282.png,6,0,0,2,0,0,0,1,1,0
Training,fer0003283.png,0,3,7,0,0,0,0,0,0,0
Training,fer0003284.png,6,0,0,2,1,0,0,0,1,0
Training,fer0003285.png,0,0,10,0,0,0,0,0,0,0
Training,fer0003286.png,0,0,0,0,6,4,0,0,0,0
Training,fer0003287.png,4,5,0,0,0,0,0,1,0,0
Training,fer0003288.png,9,0,0,0,0,0,0,1,0,0
Training,fer0003289.png,0,9,0,0,0,0,0,0,1,0
Training,fer0003290.png,6,0,2,0,2,0,0,0,0,0
Training,fer0003291.png,2,0,0,8,0,0,0,0,0,0
Training,fer0003292.png,0,10,0,0,0,0,0,0,0,0
Training,fer0003293.png,5,5,0,0,0,0,0,0,0,0
Training,fer0003294.png,0,10,0,0,0,0,0,0,0,0
Training,fer0003295.png,0,10,0,0,0,0,0,0,0,0
Training,fer0003296.png,4,1,0,5,0,0,0,0,0,0
Training,fer0003297.png,0,0,1,2,5,0,0,0,2,0
Training,fer0003298.png,6,0,0,3,0,0,0,1,0,0
Training,fer0003299.png,8,2,0,0,0,0,0,0,0,0
Training,fer0003300.png,0,0,0,10,0,0,0,0,0,0
Training,fer0003301.png,6,0,0,4,0,0,0,0,0,0
Training,fer0003302.png,3,1,0,5,0,0,0,0,1,0
Training,fer0003303.png,0,8,2,0,0,0,0,0,0,0
Training,fer0003304.png,0,10,0,0,0,0,0,0,0,0
Training,fer0003305.png,0,10,0,0,0,0,0,0,0,0
Training,fer0003306.png,8,0,0,0,0,0,0,1,1,0
Training,fer0003307.png,0,10,0,0,0,0,0,0,0,0
Training,fer0003308.png,5,0,0,3,0,1,0,0,1,0
Training,fer0003309.png,0,8,0,0,0,1,0,0,1,0
Training,fer0003310.png,2,0,0,6,0,0,2,0,0,0
Training,fer0003311.png,8,0,1,0,0,0,1,0,0,0
Training,fer0003312.png,1,9,0,0,0,0,0,0,0,0
Training,fer0003313.png,4,1,0,0,4,1,0,0,0,0
Training,fer0003314.png,0,0,1,0,9,0,0,0,0,0
Training,fer0003315.png,6,3,0,0,0,0,0,0,1,0
Training,fer0003316.png,0,0,3,1,0,0,5,0,1,0
Training,fer0003317.png,7,0,2,1,0,0,0,0,0,0
Training,fer0003318.png,1,9,0,0,0,0,0,0,0,0
Training,fer0003319.png,9,1,0,0,0,0,0,0,0,0
Training,fer0003320.png,6,0,0,2,0,0,0,2,0,0
Training,fer0003321.png,2,0,1,0,0,1,0,2,4,0
Training,fer0003322.png,5,0,0,4,0,0,0,0,1,0
Training,fer0003323.png,8,0,0,0,2,0,0,0,0,0
Training,fer0003324.png,7,0,0,0,1,0,0,0,2,0
Training,fer0003325.png,2,0,0,1,7,0,0,0,0,0
Training,fer0003326.png,1,0,0,7,0,0,2,0,0,0
Training,fer0003327.png,7,0,1,0,0,0,0,0,2,0
Training,fer0003328.png,2,0,0,0,7,0,0,0,1,0
Training,fer0003329.png,0,10,0,0,0,0,0,0,0,0
Training,,0,0,0,0,0,0,0,0,0,10
Training,fer0003331.png,2,0,0,7,0,0,1,0,0,0
Training,fer0003332.png,0,10,0,0,0,0,0,0,0,0
Training,fer0003333.png,3,0,0,5,0,1,0,0,1,0
Training,fer0003334.png,9,1,0,0,0,0,0,0,0,0
Training,fer0003335.png,0,0,0,10,0,0,0,0,0,0
Training,fer0003336.png,2,0,0,6,1,1,0,0,0,0
Training,fer0003337.png,2,0,7,0,0,0,0,0,1,0
Training,fer0003338.png,0,0,1,1,7,0,0,0,1,0
Training,fer0003339.png,0,9,1,0,0,0,0,0,0,0
Training,fer0003340.png,5,5,0,0,0,0,0,0,0,0
Training,fer0003341.png,1,0,0,4,3,1,0,0,1,0
Training,fer0003342.png,0,8,2,0,0,0,0,0,0,0
Training,fer0003343.png,5,0,0,3,1,0,0,0,1,0
Training,fer0003344.png,4,0,0,2,0,0,0,0,4,0
Training,fer0003345.png,0,10,0,0,0,0,0,0,0,0
Training,fer0003346.png,1,1,0,8,0,0,0,0,0,0
